Link Id	Count Station Id	Hour	MATSIM volumes	Count volumes	Relative Error	Normalized Relative Error	GEH
982374013_2	45A	8	2901.8	1762	0.647	0.393	23.603
982374013_2	45A	9	1998.4	1533	0.304	0.233	11.076
982374013_2	45A	17	276.8	1693	-0.837	0.837	45.126
982374013_2	45A	18	501.7	2197	-0.772	0.772	46.151
998266947_0	28B	7	451.1	2603	-0.827	0.827	55.068
998266947_0	28B	8	2998.3	2273	0.319	0.242	14.128
998266947_0	28B	9	2846.2	1760	0.617	0.382	22.634
998266947_0	28B	16	1206.7	1376	-0.123	0.123	4.711
998266947_0	28B	17	583.1	1527	-0.618	0.618	29.06
998266947_0	28B	18	2476.7	1419	0.745	0.427	23.965
