Link Id	Count Station Id	Hour	MATSIM volumes	Count volumes	Relative Error	Normalized Relative Error	GEH
982374013_2	45A	7	2421.6	2208	0.097	0.088	4.44
982374013_2	45A	8	2724	1762	0.546	0.353	20.312
982374013_2	45A	9	1898.8	1533	0.239	0.193	8.831
982374013_2	45A	17	290.6	1693	-0.828	0.828	44.531
982374013_2	45A	18	556.2	2197	-0.747	0.747	44.223
998266947_0	28B	7	432.2	2603	-0.834	0.834	55.724
998266947_0	28B	8	3021.1	2273	0.329	0.248	14.54
998266947_0	28B	9	2837.6	1760	0.612	0.38	22.475
998266947_0	28B	16	1207.8	1376	-0.122	0.122	4.68
998266947_0	28B	17	602.2	1527	-0.606	0.606	28.344
998266947_0	28B	18	2468.1	1419	0.739	0.425	23.797
